1569690176.585477,1834.502361,16.468053,on
1569690177.5860028,1834.502361,16.468053,on
1569690178.7081249,1834.795159,16.485079,on
1569690179.708438,1834.795159,16.485079,on
1569690180.708822,1834.795159,16.485079,on
1569690181.808575,1837.60997,16.524321,on
1569690182.8094342,1837.60997,16.524321,on
1569690183.809719,1837.60997,16.524321,on
1569690184.8657632,1832.03561,16.467678,on
1569690185.866244,1832.03561,16.467678,on
1569690186.870166,1832.03561,16.467678,on
1569690187.932975,1831.977314,16.442213,on
1569690188.936307,1831.977314,16.442213,on
1569690189.9367738,1831.977314,16.442213,on
1569690191.014598,1831.176342,16.447647,on
1569690192.014962,1831.176342,16.447647,on
1569690193.016684,1831.176342,16.447647,on
1569690194.0892959,1694.626466,15.215036,on
1569690195.0902169,1694.626466,15.215036,on
1569690196.091899,1694.626466,15.215036,on
1569690197.154155,1693.216884,15.199473,on
1569690198.15504,1693.216884,15.199473,on
1569690199.1556108,1693.216884,15.199473,on
1569690200.2116811,1691.060076,15.165333,on
1569690201.212516,1691.060076,15.165333,on
1569690202.213623,1691.060076,15.165333,on
1569690203.282675,1687.769007,15.150042,on
1569690204.284194,1687.769007,15.150042,on
1569690205.285173,1687.769007,15.150042,on
1569690206.350952,1693.392233,15.189055,on
1569690207.3513558,1693.392233,15.189055,on
1569690208.351985,1693.392233,15.189055,on
1569690209.418656,1694.388206,15.210022,on
1569690210.4191658,1694.388206,15.210022,on
1569690211.419443,1694.388206,15.210022,on
1569690212.4630568,48.235464,14.728152,on
1569690213.463574,48.235464,14.728152,on
1569690214.4641411,48.235464,14.728152,on
1569694466.436277,0.548797,0.314127,off
1569694467.499466,0.575637,0.314851,off
1569694468.5096908,0.575637,0.314851,off
1569694469.513155,0.575637,0.314851,off
1569694470.56442,20.442466,0.359741,off
1569694471.571609,20.442466,0.359741,off
1569694472.575705,20.442466,0.359741,off
1569694473.619898,7.896428,0.330243,off
1569694474.6225832,7.896428,0.330243,off
1569694475.622837,7.896428,0.330243,off
1569694476.673724,0.674951,0.314851,off
1569694477.6841412,0.674951,0.314851,off
1569694478.694527,0.674951,0.314851,off
1569694479.747682,110.875833,1.009043,on
1569694480.7492769,110.875833,1.009043,on
1569694481.7571871,110.875833,1.009043,on
1569694482.8336189,1657.50807,15.217053,on
1569694483.841341,1657.50807,15.217053,on
1569694484.841665,1657.50807,15.217053,on
1569694485.930583,1844.028036,16.5771,on
1569694486.941046,1844.028036,16.5771,on
1569694487.9510279,1844.028036,16.5771,on
1569694489.034,1842.679124,16.56042,on
1569694490.0410821,1842.679124,16.56042,on
1569694491.051463,1842.679124,16.56042,on
1569694492.132942,1841.765978,16.572905,on
1569694493.140938,1841.765978,16.572905,on
1569694494.15081,1841.765978,16.572905,on
1569694495.2480881,1843.22614,16.602441,on
1569694496.257925,1843.22614,16.602441,on
1569694497.261146,1843.22614,16.602441,on
1569694498.330205,1840.050871,16.546961,on
1569694499.333459,1840.050871,16.546961,on
1569694500.334091,1840.050871,16.546961,on
1569694501.405026,1837.736915,16.511492,on
1569694502.4147048,1837.736915,16.511492,on
1569694503.4173892,1837.736915,16.511492,on
1569694504.505738,1838.407579,16.533988,on
1569694505.516178,1838.407579,16.533988,on
1569694506.526565,1838.407579,16.533988,on
1569694512.546748,1838.407579,16.533988,on
1569694518.5557919,1838.407579,16.533988,on
1569694524.573466,1838.407579,16.533988,on
1569694530.5858848,1838.407579,16.533988,on
1569694536.590802,1838.407579,16.533988,on
1569694542.596179,1838.407579,16.533988,on
1569694547.876043,1689.010758,15.141121,on
1569694548.878983,1689.010758,15.141121,on
1569694549.8855832,1689.010758,15.141121,on
1569694550.946475,1686.494943,15.094735,on
1569694551.9542441,1686.494943,15.094735,on
1569694552.964652,1686.494943,15.094735,on
1569694554.069247,1687.132173,15.114584,on
1569694555.0796318,1687.132173,15.114584,on
1569694556.0900621,1687.132173,15.114584,on
1569694557.279037,1687.63494,15.130542,on
1569694558.288022,1687.63494,15.130542,on
1569694559.2984161,1687.63494,15.130542,on
1569694560.458546,1685.649787,15.111658,on
1569694561.4673522,1685.649787,15.111658,on
1569694562.4705548,1685.649787,15.111658,on
1569694563.5927548,1683.43554,15.067829,on
1569694564.6018329,1683.43554,15.067829,on
1569694565.603654,1683.43554,15.067829,on
1569694566.677823,1683.699585,15.095267,on
1569694567.688223,1683.699585,15.095267,on
1569694568.688719,1683.699585,15.095267,on
1569694569.817546,1685.035176,15.107463,on
1569694570.826376,1685.035176,15.107463,on
1569694571.8368242,1685.035176,15.107463,on
1569694572.944902,1686.063792,15.104878,on
1569694573.9474208,1686.063792,15.104878,on
1569694574.957813,1686.063792,15.104878,on
1569694576.0370429,1682.779318,15.045961,on
1569694577.047477,1682.779318,15.045961,on
1569694578.053191,1682.779318,15.045961,on
1569694579.13506,1682.896833,15.067747,on
1569694580.136069,1682.896833,15.067747,on
1569694581.137258,1682.896833,15.067747,on
1569694582.2271302,1685.712237,15.102334,on
1569694583.237182,1685.712237,15.102334,on
1569694584.2475798,1685.712237,15.102334,on
1569694590.263467,1685.712237,15.102334,on
1569694596.275043,1685.712237,15.102334,on
1569694602.27887,1685.712237,15.102334,on
1569694608.28946,1685.712237,15.102334,on
1569694614.303039,1685.712237,15.102334,on
1569694620.3108659,1685.712237,15.102334,on
1569703991.066414,0.548797,0.32167,off
1569703992.069818,0.548797,0.32167,off
1569703993.073793,0.548797,0.32167,off
1569703994.138307,0.593772,0.321208,off
1569703995.141956,0.593772,0.321208,off
1569703996.14606,0.593772,0.321208,off
1569703997.2048929,0.535344,0.320837,off
1569703998.2099662,0.535344,0.320837,off
1569703999.214116,0.535344,0.320837,off
1569704000.260799,0.52875,0.321454,off
1569704001.2645261,0.52875,0.321454,off
1569704002.2655401,0.52875,0.321454,off
1569704003.319309,0.636702,0.321947,off
1569704004.319991,0.636702,0.321947,off
1569704005.321862,0.636702,0.321947,off
1569704006.3832269,0.50646,0.3213,off
1569704007.386813,0.50646,0.3213,off
1569704008.387282,0.50646,0.3213,off
1569704009.4507,0.516418,0.32204,off
1569704010.4533272,0.516418,0.32204,off
1569704011.459024,0.516418,0.32204,off
1569704012.5151958,19.471486,0.361116,off
1569704013.515611,19.471486,0.361116,off
1569704014.5158138,19.471486,0.361116,off
1569704015.579304,0.847002,0.323053,off
1569704016.5824268,0.847002,0.323053,off
1569704017.586124,0.847002,0.323053,off
1569704018.628648,43.020242,0.500801,off
1569704019.633196,43.020242,0.500801,off
1569704020.633364,43.020242,0.500801,off
1569704021.70574,142.749596,1.371965,on
1569704022.7092202,142.749596,1.371965,on
1569704023.712929,142.749596,1.371965,on
1569704024.786056,1807.056236,16.740836,on
1569704025.7868311,1807.056236,16.740836,on
1569704026.7889018,1807.056236,16.740836,on
1569704027.8694332,1800.523689,16.659528,on
1569704028.873375,1800.523689,16.659528,on
1569704029.875189,1800.523689,16.659528,on
1569704030.978591,1800.796901,16.664625,on
1569704031.9833028,1800.796901,16.664625,on
1569704032.983489,1800.796901,16.664625,on
1569704034.049817,1805.130368,16.709256,on
1569704035.0517278,1805.130368,16.709256,on
1569704036.052832,1805.130368,16.709256,on
1569704037.130275,1805.782105,16.73043,on
1569704038.131459,1805.782105,16.73043,on
1569704039.131726,1805.782105,16.73043,on
1569704045.136888,1805.782105,16.73043,on
1569704051.142136,1805.782105,16.73043,on
1569704057.146061,1805.782105,16.73043,on
1569704063.150167,1805.782105,16.73043,on
